# <table of temperatures for interpolation of planck-function>
  0.99591400E+00  0.99496700E+00  0.99437900E+00  0.99384200E+00  0.99138500E+00  0.99075300E+00  0.98890800E+00  0.97483100E+00
  0.98376100E+00  0.97898100E+00  0.97656800E+00  0.97470000E+00  0.96346600E+00  0.95993400E+00  0.95386500E+00  0.89769000E+00
  0.70294900E+00  0.68324100E+00  0.67972300E+00  0.66904500E+00  0.64261600E+00  0.63299600E+00  0.62977600E+00  0.58882000E+00
  0.94734300E+00  0.92961900E+00  0.92480600E+00  0.91455700E+00  0.87716900E+00  0.86704700E+00  0.85366100E+00  0.73742600E+00
  0.91935600E+00  0.89627400E+00  0.88592400E+00  0.88109700E+00  0.81277200E+00  0.78163700E+00  0.77541800E+00  0.63734100E+00
  0.87471700E+00  0.86112200E+00  0.84785000E+00  0.85167700E+00  0.78717100E+00  0.77295200E+00  0.75314300E+00  0.61865600E+00
  0.76475000E+00  0.75241000E+00  0.73652900E+00  0.74343500E+00  0.67127200E+00  0.65939200E+00  0.63949200E+00  0.54994100E+00
  0.80753600E+00  0.80870000E+00  0.79599400E+00  0.80548900E+00  0.75057700E+00  0.75552400E+00  0.70947200E+00  0.57198900E+00
  0.75334600E+00  0.77202600E+00  0.76727300E+00  0.77707900E+00  0.75126400E+00  0.76097300E+00  0.71253600E+00  0.56828600E+00
  0.63272200E+00  0.67633200E+00  0.68463100E+00  0.69355200E+00  0.70798600E+00  0.71772400E+00  0.68243000E+00  0.55286700E+00
  0.28888500E+00  0.34848900E+00  0.37165300E+00  0.38036700E+00  0.45454000E+00  0.46576900E+00  0.47540900E+00  0.49388100E+00
  0.26182700E+00  0.30628300E+00  0.32134000E+00  0.33305100E+00  0.39291700E+00  0.40687600E+00  0.41745000E+00  0.48459300E+00
  0.29580400E+00  0.33992900E+00  0.35249400E+00  0.36550200E+00  0.41622900E+00  0.43036900E+00  0.43526700E+00  0.49135600E+00
  0.30121400E+00  0.35474600E+00  0.36934600E+00  0.38190600E+00  0.43360200E+00  0.44739700E+00  0.44740600E+00  0.48696800E+00
  0.24371400E+00  0.31876100E+00  0.34464200E+00  0.35277000E+00  0.42790600E+00  0.43897900E+00  0.44597200E+00  0.47726400E+00
  0.10901200E+00  0.18723000E+00  0.22684900E+00  0.22497600E+00  0.33138200E+00  0.33591700E+00  0.37488200E+00  0.45706700E+00
# <table of coefficients for Legendre-coefficients for water>
  0.83800000E+00  0.83900000E+00  0.84400000E+00  0.84700000E+00  0.84900000E+00  0.86000000E+00  0.85300000E+00  0.85900000E+00
  0.80900000E+00  0.81000000E+00  0.81900000E+00  0.82300000E+00  0.82300000E+00  0.84900000E+00  0.83300000E+00  0.84300000E+00
  0.77400000E+00  0.78700000E+00  0.78100000E+00  0.79200000E+00  0.81200000E+00  0.83600000E+00  0.81500000E+00  0.83300000E+00
  0.80100000E+00  0.80200000E+00  0.79300000E+00  0.79300000E+00  0.81400000E+00  0.82900000E+00  0.81800000E+00  0.83200000E+00
  0.87700000E+00  0.87300000E+00  0.87900000E+00  0.88000000E+00  0.88500000E+00  0.89900000E+00  0.89100000E+00  0.90800000E+00
  0.78300000E+00  0.76900000E+00  0.77700000E+00  0.75600000E+00  0.76400000E+00  0.77600000E+00  0.77000000E+00  0.79700000E+00
  0.81800000E+00  0.80500000E+00  0.82400000E+00  0.83000000E+00  0.81500000E+00  0.80100000E+00  0.82000000E+00  0.84500000E+00
  0.81000000E+00  0.80200000E+00  0.82600000E+00  0.84000000E+00  0.82900000E+00  0.85300000E+00  0.84000000E+00  0.86800000E+00
  0.77400000E+00  0.76600000E+00  0.79900000E+00  0.81800000E+00  0.81500000E+00  0.86900000E+00  0.83400000E+00  0.86900000E+00
  0.73400000E+00  0.72800000E+00  0.76700000E+00  0.79700000E+00  0.79600000E+00  0.87100000E+00  0.81800000E+00  0.85400000E+00
  0.69300000E+00  0.68800000E+00  0.73600000E+00  0.77200000E+00  0.78000000E+00  0.88000000E+00  0.80800000E+00  0.84600000E+00
  0.64300000E+00  0.64600000E+00  0.69800000E+00  0.74100000E+00  0.75900000E+00  0.88200000E+00  0.79300000E+00  0.83900000E+00
  0.56400000E+00  0.58200000E+00  0.63700000E+00  0.69000000E+00  0.71900000E+00  0.87100000E+00  0.76400000E+00  0.81900000E+00
  0.46600000E+00  0.49400000E+00  0.54600000E+00  0.60900000E+00  0.65100000E+00  0.82300000E+00  0.70100000E+00  0.76600000E+00
  0.37500000E+00  0.41000000E+00  0.45500000E+00  0.52500000E+00  0.58300000E+00  0.77300000E+00  0.63700000E+00  0.71000000E+00
  0.26200000E+00  0.30100000E+00  0.33400000E+00  0.40600000E+00  0.48500000E+00  0.69500000E+00  0.54500000E+00  0.63100000E+00
  0.14400000E+00  0.18100000E+00  0.20000000E+00  0.25600000E+00  0.35200000E+00  0.56200000E+00  0.41300000E+00  0.51700000E+00
  0.60000000E-01  0.77000000E-01  0.88000000E-01  0.11200000E+00  0.18100000E+00  0.31000000E+00  0.22200000E+00  0.32700000E+00
# <table of humidity for aerosol coefficients>
  0.00000000E+00  0.50000000E+00  0.70000000E+00  0.80000000E+00  0.90000000E+00  0.95000000E+00  0.98000000E+00  0.99000000E+00
# <table of extinction coefficients for aerosols>
  0.11790750E-13  0.12213510E-13  0.13152610E-13  0.17984670E-13  0.26918730E-13  0.33393060E-13  0.45914140E-13  0.59132050E-13
  0.57717320E-14  0.59844950E-14  0.64632510E-14  0.90257710E-14  0.13901920E-13  0.17633140E-13  0.25731250E-13  0.34517110E-13
  0.25149280E-14  0.26123750E-14  0.28382390E-14  0.40639010E-14  0.63015180E-14  0.80545470E-14  0.12764580E-13  0.17822650E-13
  0.13771670E-14  0.14344330E-14  0.15748900E-14  0.23410440E-14  0.36186580E-14  0.46167020E-14  0.80131830E-14  0.11531490E-13
  0.11612480E-14  0.12325260E-14  0.14025320E-14  0.23141470E-14  0.38488930E-14  0.50032930E-14  0.86093010E-14  0.12337040E-13
  0.97541510E-15  0.10206500E-14  0.11353090E-14  0.17567060E-14  0.27011590E-14  0.34206420E-14  0.63703860E-14  0.93321960E-14
  0.82712070E-15  0.86198320E-15  0.95302000E-15  0.14557240E-14  0.21962870E-14  0.27530520E-14  0.53974170E-14  0.80496370E-14
  0.74559940E-15  0.78034640E-15  0.86933130E-15  0.13628320E-14  0.21129770E-14  0.26765770E-14  0.52563130E-14  0.78835600E-14
  0.71592590E-15  0.75130930E-15  0.84205790E-15  0.13399970E-14  0.20976010E-14  0.26664320E-14  0.52494430E-14  0.78944400E-14
  0.57197010E-15  0.59922790E-15  0.67129410E-15  0.10809380E-14  0.17021770E-14  0.21725960E-14  0.45411560E-14  0.69992730E-14
  0.90806430E-15  0.94098810E-15  0.10221860E-14  0.14491760E-14  0.20493860E-14  0.24844680E-14  0.46213870E-14  0.68924590E-14
  0.10459120E-14  0.10793280E-14  0.11589530E-14  0.15423990E-14  0.20616610E-14  0.24357320E-14  0.42550720E-14  0.62623090E-14
  0.69983650E-15  0.72415250E-15  0.78335040E-15  0.11076800E-14  0.16518650E-14  0.20691030E-14  0.37764340E-14  0.56703500E-14
  0.53730350E-15  0.57329320E-15  0.66118680E-15  0.11658240E-14  0.20471190E-14  0.27156950E-14  0.50773240E-14  0.75946480E-14
  0.60198980E-15  0.64184550E-15  0.74014490E-15  0.12948480E-14  0.22304630E-14  0.29368410E-14  0.55276310E-14  0.82616280E-14
  0.56317480E-15  0.59577490E-15  0.67686400E-15  0.11344260E-14  0.18853520E-14  0.24547630E-14  0.47945620E-14  0.72940420E-14
  0.46288390E-15  0.48762360E-15  0.54950440E-15  0.89504020E-15  0.14515440E-14  0.18767590E-14  0.38140400E-14  0.59460870E-14
  0.41926670E-15  0.44020000E-15  0.49193330E-15  0.77600000E-15  0.12306670E-14  0.15780000E-14  0.31906670E-14  0.50113330E-14
  0.10404850E-13  0.10896970E-13  0.14061570E-13  0.21263990E-13  0.32437910E-13  0.48427970E-13  0.81555590E-13  0.11540430E-12
  0.55674100E-14  0.58195050E-14  0.74544480E-14  0.11271590E-13  0.17575750E-13  0.27281060E-13  0.49262980E-13  0.73737890E-13
  0.28021380E-14  0.29222460E-14  0.37109690E-14  0.54932440E-14  0.85009820E-14  0.13346520E-13  0.25171380E-13  0.39441530E-13
  0.18071530E-14  0.18824770E-14  0.23803360E-14  0.34496980E-14  0.52284360E-14  0.81217440E-14  0.15423040E-13  0.24657960E-13
  0.14889260E-14  0.15786330E-14  0.21650050E-14  0.34400240E-14  0.54925550E-14  0.86813650E-14  0.16307920E-13  0.25555470E-13
  0.12448700E-14  0.13035480E-14  0.16934730E-14  0.25022360E-14  0.38200740E-14  0.59439780E-14  0.11362060E-13  0.18383640E-13
  0.10537060E-14  0.11008080E-14  0.14135940E-14  0.20498140E-14  0.30800490E-14  0.47448040E-14  0.90327140E-14  0.14704950E-13
  0.97932910E-15  0.10257380E-14  0.13322730E-14  0.19665080E-14  0.29973020E-14  0.46601140E-14  0.89301840E-14  0.14569010E-13
  0.91967540E-15  0.96541250E-15  0.12694870E-14  0.19046940E-14  0.29394480E-14  0.46092440E-14  0.89003850E-14  0.14571750E-13
  0.83245300E-15  0.86850650E-15  0.11098250E-14  0.16190720E-14  0.24676760E-14  0.38744650E-14  0.76212530E-14  0.12748400E-13
  0.94816540E-15  0.99390170E-15  0.12744730E-14  0.17911270E-14  0.25795940E-14  0.38563640E-14  0.72943650E-14  0.12118200E-13
  0.96088460E-15  0.10079110E-14  0.12809870E-14  0.17522570E-14  0.24464520E-14  0.35640210E-14  0.66240510E-14  0.11023640E-13
  0.74258360E-15  0.77988890E-15  0.10134430E-14  0.14885890E-14  0.22504790E-14  0.34771180E-14  0.66692100E-14  0.11021780E-13
  0.63176130E-15  0.67863500E-15  0.99814150E-15  0.17241090E-14  0.29152710E-14  0.47864860E-14  0.93820630E-14  0.15228270E-13
  0.61392080E-15  0.66443320E-15  0.10103790E-14  0.17860610E-14  0.30531660E-14  0.50445610E-14  0.99525370E-14  0.16216930E-13
  0.53620400E-15  0.57809230E-15  0.86484350E-15  0.14926320E-14  0.25233330E-14  0.41747110E-14  0.83867030E-14  0.13975990E-13
  0.42957160E-15  0.46161650E-15  0.67729220E-15  0.11420050E-14  0.19134180E-14  0.31835440E-14  0.65788410E-14  0.11324760E-13
  0.35755000E-15  0.38480000E-15  0.56450000E-15  0.94600000E-15  0.15775000E-14  0.26265000E-14  0.54950000E-14  0.96200000E-14
  0.21729410E-13  0.23609270E-13  0.29454300E-13  0.57112340E-13  0.81962200E-13  0.11322790E-12  0.17937480E-12  0.26359070E-12
  0.15831730E-13  0.17565230E-13  0.23168800E-13  0.50016860E-13  0.71995230E-13  0.10214940E-12  0.16659730E-12  0.24898760E-12
  0.11451190E-13  0.12940990E-13  0.18054140E-13  0.44249790E-13  0.64660480E-13  0.94828100E-13  0.16009620E-12  0.24380230E-12
  0.87472230E-14  0.99646840E-14  0.14348310E-13  0.38506410E-13  0.57827930E-13  0.87824860E-13  0.15423020E-12  0.24055320E-12
  0.74576580E-14  0.84689410E-14  0.12161580E-13  0.33271980E-13  0.50846930E-13  0.78517810E-13  0.14164020E-12  0.22599970E-12
  0.58473370E-14  0.68765000E-14  0.10693430E-13  0.33031750E-13  0.51477410E-13  0.81114850E-13  0.14879680E-12  0.23866100E-12
  0.42236810E-14  0.49110790E-14  0.75380880E-14  0.24430000E-13  0.39438460E-13  0.64913590E-13  0.12665120E-12  0.21294830E-12
  0.32820920E-14  0.38630630E-14  0.61054390E-14  0.20719520E-13  0.33961470E-13  0.56700050E-13  0.11293790E-12  0.19332120E-12
  0.30273390E-14  0.35853870E-14  0.57319840E-14  0.19763110E-13  0.32541560E-13  0.54582150E-13  0.10952810E-12  0.18869680E-12
  0.21752140E-14  0.25923510E-14  0.42244460E-14  0.15513480E-13  0.26243040E-13  0.45368720E-13  0.94848620E-13  0.16863320E-12
  0.26878460E-14  0.30379640E-14  0.43738980E-14  0.13634260E-13  0.22617180E-13  0.38890260E-13  0.82063610E-13  0.14826930E-12
  0.24213880E-14  0.26919260E-14  0.37256460E-14  0.10943270E-13  0.18036350E-13  0.31012090E-13  0.66205500E-13  0.12163740E-12
  0.14069650E-14  0.16642970E-14  0.26916660E-14  0.95778780E-14  0.16033750E-13  0.27298110E-13  0.56699730E-13  0.10191260E-12
  0.94250370E-15  0.14068990E-14  0.31682480E-14  0.13866690E-13  0.23363980E-13  0.39173360E-13  0.78355400E-13  0.13553470E-12
  0.12846910E-14  0.17980830E-14  0.37453310E-14  0.15783660E-13  0.26550170E-13  0.44629040E-13  0.89559430E-13  0.15504130E-12
  0.12770530E-14  0.16749110E-14  0.32141040E-14  0.13315550E-13  0.22715670E-13  0.39042150E-13  0.81053640E-13  0.14414820E-12
  0.11532750E-14  0.14269140E-14  0.24707290E-14  0.96048510E-14  0.16557280E-13  0.29129160E-13  0.62990710E-13  0.11621970E-12
  0.17427500E-14  0.19947500E-14  0.28450000E-14  0.81975000E-14  0.13465000E-13  0.23130000E-13  0.49825000E-13  0.93000000E-13
  0.10898580E-13  0.11290430E-13  0.12148440E-13  0.16558460E-13  0.24957010E-13  0.31056800E-13  0.41562660E-13  0.52837790E-13
  0.48240580E-14  0.50053790E-14  0.54001810E-14  0.75215050E-14  0.11837230E-13  0.15168390E-13  0.21203430E-13  0.27997670E-13
  0.15240140E-14  0.15861410E-14  0.17232940E-14  0.24814220E-14  0.41227730E-14  0.54586700E-14  0.79881960E-14  0.10986030E-13
  0.41452000E-15  0.43657200E-15  0.48566920E-15  0.76939640E-15  0.14259520E-14  0.19863450E-14  0.30880440E-14  0.44456370E-14
  0.27603740E-15  0.31547050E-15  0.40139590E-15  0.86077810E-15  0.17993530E-14  0.25295370E-14  0.38691790E-14  0.54124310E-14
  0.10839370E-15  0.11722400E-15  0.13711740E-15  0.25591330E-15  0.54530570E-15  0.80121900E-15  0.13206690E-14  0.19791850E-14
  0.11332110E-14  0.80713760E-16  0.91114900E-16  0.15027130E-15  0.28536810E-15  0.40076600E-15  0.63033250E-15  0.91767170E-15
  0.48561730E-14  0.87107820E-16  0.10401570E-15  0.19595420E-15  0.38833150E-15  0.54150480E-15  0.82869600E-15  0.11684700E-14
  0.17177990E-15  0.12304260E-15  0.14159290E-15  0.24126990E-15  0.44625530E-15  0.60743290E-15  0.90678740E-15  0.12573040E-14
  0.14316140E-15  0.14761600E-15  0.15743610E-15  0.21021200E-15  0.31909510E-15  0.40512210E-15  0.56566310E-15  0.75495800E-15
  0.25607990E-15  0.26568660E-15  0.28555580E-15  0.37420770E-15  0.51287470E-15  0.60692220E-15  0.76886740E-15  0.94900510E-15
  0.24176400E-15  0.25245570E-15  0.27448100E-15  0.37062620E-15  0.51820050E-15  0.61698790E-15  0.78472670E-15  0.96836370E-15
  0.86693690E-16  0.97194020E-16  0.12042310E-15  0.24835200E-15  0.50807010E-15  0.70484270E-15  0.10553520E-14  0.14466180E-14
  0.87193970E-16  0.10690260E-15  0.15055380E-15  0.39222150E-15  0.88715000E-15  0.12635230E-14  0.19360510E-14  0.26859850E-14
  0.12519650E-15  0.14433880E-15  0.18674290E-15  0.42128310E-15  0.90318050E-15  0.12711540E-14  0.19306660E-14  0.26691070E-14
  0.10940140E-15  0.12220450E-15  0.15048200E-15  0.30632540E-15  0.62547060E-15  0.86891850E-15  0.13056240E-14  0.17954520E-14
  0.12163500E-15  0.13030810E-15  0.14923880E-15  0.24966030E-15  0.44801060E-15  0.59745410E-15  0.86350610E-15  0.11609940E-14
  0.13142000E-15  0.13916000E-15  0.15594000E-15  0.24240000E-15  0.40800000E-15  0.53120000E-15  0.74900000E-15  0.99140000E-15
# <table of absorption coefficients for aerosols>
  0.76105180E-15  0.76293030E-15  0.77218350E-15  0.81421160E-15  0.85691580E-15  0.87791560E-15  0.93853250E-15  0.97323640E-15
  0.52811310E-15  0.53143220E-15  0.53877020E-15  0.57070330E-15  0.59991110E-15  0.61493470E-15  0.65440220E-15  0.67165910E-15
